,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,Year,DOW,Double_Header
0,2014-03-31,TOR,@,TBR,L,2.0,9.0,9.0,0-1,4.0,1.0,Price,Dickey,None,3:04,D,31042.0,-1,,2014,Monday,
1,2014-04-01,TOR,@,TBR,W,4.0,2.0,9.0,1-1,2.0,0.5,Hutchison,Cobb,Santos,3:32,N,11113.0,1,,2014,Tuesday,
2,2014-04-02,TOR,@,TBR,W,3.0,0.0,9.0,2-1,1.0,up 0.5,Buehrle,Moore,Cecil,2:55,N,10808.0,2,,2014,Wednesday,
3,2014-04-03,TOR,@,TBR,L,2.0,7.0,9.0,2-2,2.0,0.5,Archer,Morrow,None,3:21,N,9571.0,-1,,2014,Thursday,
4,2014-04-04,TOR,Home,NYY,L,3.0,7.0,9.0,2-3,4.0,1.0,Tanaka,McGowan,None,3:26,N,48197.0,-2,,2014,Friday,
5,2014-04-05,TOR,Home,NYY,W,4.0,0.0,9.0,3-3,2.0,1.0,Dickey,Pineda,Santos,2:45,D,45446.0,1,,2014,Saturday,
6,2014-04-06,TOR,Home,NYY,L,4.0,6.0,9.0,3-4,3.0,1.0,Sabathia,Hutchison,Robertson,2:57,D,34067.0,-1,,2014,Sunday,
7,2014-04-08,TOR,Home,HOU,W,5.0,2.0,9.0,4-4,2.0,0.5,Buehrle,Oberholtzer,Santos,2:52,N,13123.0,1,,2014,Tuesday,
8,2014-04-09,TOR,Home,HOU,W,7.0,3.0,9.0,5-4,1.0,up 0.5,Morrow,Harrell,None,3:09,N,13569.0,2,,2014,Wednesday,
9,2014-04-10,TOR,Home,HOU,L,4.0,6.0,9.0,5-5,1.0,Tied,Keuchel,Dickey,Bass,2:49,N,15778.0,-1,,2014,Thursday,
10,2014-04-11,TOR,@,BAL,W,2.0,0.0,9.0,6-5,1.0,Tied,McGowan,Tillman,Santos,2:20,N,22327.0,1,,2014,Friday,
11,2014-04-12,TOR,@,BAL,L-wo,1.0,2.0,12.0,6-6,2.0,1.0,Britton,Redmond,None,3:39,N,30446.0,-1,,2014,Saturday,
12,2014-04-13,TOR,@,BAL,W,11.0,3.0,9.0,7-6,1.0,Tied,Buehrle,Jimenez,None,2:45,D,39281.0,1,,2014,Sunday,
13,2014-04-15,TOR,@,MIN,W,9.0,3.0,9.0,8-6,1.0,up 0.5,Loup,Hughes,None,3:31,N,21818.0,2,,2014,Tuesday,
14,2014-04-17,TOR,@,MIN,L,0.0,7.0,9.0,8-7,2.0,2.0,Gibson,Dickey,None,2:38,D,20507.0,-1,,2014,Thursday,(1)
15,2014-04-17,TOR,@,MIN,L,5.0,9.0,9.0,8-8,2.0,2.0,Fien,Santos,None,3:37,N,20698.0,-2,,2014,Thursday,(2)
16,2014-04-18,TOR,@,CLE,W,3.0,2.0,9.0,9-8,2.0,1.0,Delabar,Rzepczynski,Santos,3:15,N,16335.0,1,,2014,Friday,
17,2014-04-19,TOR,@,CLE,W,5.0,0.0,9.0,10-8,1.0,Tied,Buehrle,Kluber,None,2:42,D,15188.0,2,,2014,Saturday,
18,2014-04-20,TOR,@,CLE,L,4.0,6.0,9.0,10-9,2.0,1.0,Outman,Loup,Axford,2:55,D,11716.0,-1,,2014,Sunday,
19,2014-04-22,TOR,Home,BAL,W,9.0,3.0,9.0,11-9,2.0,1.0,Delabar,Meek,None,2:54,N,14866.0,1,,2014,Tuesday,
20,2014-04-23,TOR,Home,BAL,L,8.0,10.0,9.0,11-10,2.0,1.0,Tillman,Redmond,Hunter,3:11,N,15202.0,-1,,2014,Wednesday,
21,2014-04-24,TOR,Home,BAL,L,4.0,11.0,9.0,11-11,3.0,2.0,Norris,Cecil,None,2:54,N,16283.0,-2,,2014,Thursday,
22,2014-04-25,TOR,Home,BOS,L,1.0,8.0,9.0,11-12,3.0,2.0,Peavy,Buehrle,None,2:57,N,29411.0,-3,,2014,Friday,
23,2014-04-26,TOR,Home,BOS,L,6.0,7.0,9.0,11-13,4.0,3.0,Buchholz,Morrow,Uehara,3:23,D,40322.0,-4,,2014,Saturday,
24,2014-04-27,TOR,Home,BOS,W,7.0,1.0,9.0,12-13,3.0,3.0,Dickey,Lester,None,2:28,D,45260.0,1,,2014,Sunday,
25,2014-04-29,TOR,@,KCR,L,7.0,10.0,9.0,12-14,4.0,3.0,Crow,Cecil,None,3:08,N,10705.0,-1,,2014,Tuesday,
26,2014-04-30,TOR,@,KCR,L,2.0,4.0,9.0,12-15,4.0,3.5,Herrera,Hutchison,Holland,2:59,N,11715.0,-2,,2014,Wednesday,
27,2014-05-01,TOR,@,KCR,W,7.0,3.0,9.0,13-15,3.0,2.5,Buehrle,Guthrie,Loup,2:35,N,11207.0,1,,2014,Thursday,
28,2014-05-02,TOR,@,PIT,L-wo,5.0,6.0,9.0,13-16,5.0,3.0,Melancon,Santos,None,3:21,N,24547.0,-1,,2014,Friday,
29,2014-05-03,TOR,@,PIT,L,6.0,8.0,9.0,13-17,5.0,3.5,Morris,Redmond,Melancon,3:19,N,31439.0,-2,,2014,Saturday,
30,2014-05-04,TOR,@,PIT,W,7.0,2.0,9.0,14-17,5.0,2.5,McGowan,Volquez,None,2:49,D,29496.0,1,,2014,Sunday,
31,2014-05-05,TOR,@,PHI,W,3.0,0.0,9.0,15-17,3.0,1.5,Happ,Kendrick,Cecil,2:59,N,25275.0,2,,2014,Monday,
32,2014-05-06,TOR,@,PHI,W,6.0,5.0,10.0,16-17,3.0,1.5,Stroman,Bastardo,Loup,3:06,N,26057.0,3,,2014,Tuesday,
33,2014-05-07,TOR,Home,PHI,W,10.0,0.0,9.0,17-17,3.0,1.5,Buehrle,Lee,None,2:23,N,16446.0,4,,2014,Wednesday,
34,2014-05-08,TOR,Home,PHI,W,12.0,6.0,9.0,18-17,3.0,1.5,Dickey,Burnett,None,3:00,N,18158.0,5,,2014,Thursday,
35,2014-05-09,TOR,Home,LAA,L,3.0,4.0,9.0,18-18,3.0,2.5,Smith,Cecil,Frieri,3:09,N,21383.0,-1,,2014,Friday,
36,2014-05-10,TOR,Home,LAA,L,3.0,5.0,9.0,18-19,4.0,3.5,Skaggs,Happ,Smith,2:46,D,31412.0,-2,,2014,Saturday,
37,2014-05-11,TOR,Home,LAA,L,3.0,9.0,9.0,18-20,4.0,3.5,Weaver,Hutchison,None,3:24,D,20871.0,-3,,2014,Sunday,
38,2014-05-12,TOR,Home,LAA,W,7.0,3.0,9.0,19-20,4.0,2.5,Buehrle,Wilson,None,2:45,N,13603.0,1,,2014,Monday,
39,2014-05-13,TOR,Home,CLE,W,5.0,4.0,9.0,20-20,2.0,1.5,Dickey,Masterson,Janssen,2:29,N,13673.0,2,,2014,Tuesday,
40,2014-05-14,TOR,Home,CLE,L,4.0,15.0,9.0,20-21,4.0,1.5,Kluber,McGowan,None,3:37,N,14068.0,-1,,2014,Wednesday,
41,2014-05-15,TOR,Home,CLE,W,4.0,2.0,9.0,21-21,3.0,1.5,Happ,Salazar,Janssen,3:23,N,17364.0,1,,2014,Thursday,
42,2014-05-16,TOR,@,TEX,W,2.0,0.0,9.0,22-21,3.0,1.5,Hutchison,Darvish,None,2:27,N,39129.0,2,,2014,Friday,
43,2014-05-17,TOR,@,TEX,W,4.0,2.0,9.0,23-21,3.0,0.5,Delabar,Cotts,Janssen,3:09,N,39723.0,3,,2014,Saturday,
44,2014-05-18,TOR,@,TEX,L,2.0,6.0,9.0,23-22,3.0,1.0,Poreda,Dickey,None,2:52,D,43671.0,-1,,2014,Sunday,
45,2014-05-20,TOR,@,BOS,W,7.0,4.0,9.0,24-22,2.0,0.5,Happ,Doubront,Janssen,3:17,N,37904.0,1,,2014,Tuesday,
46,2014-05-21,TOR,@,BOS,W,6.0,4.0,9.0,25-22,1.0,Tied,Hutchison,Buchholz,Janssen,3:23,N,36116.0,2,,2014,Wednesday,
47,2014-05-22,TOR,@,BOS,W,7.0,2.0,9.0,26-22,1.0,up 1.0,Buehrle,Lester,None,2:58,D,36018.0,3,,2014,Thursday,
48,2014-05-23,TOR,Home,OAK,W,3.0,2.0,9.0,27-22,1.0,up 1.5,Hendriks,Kazmir,Janssen,2:37,N,21007.0,4,,2014,Friday,
49,2014-05-24,TOR,Home,OAK,W,5.0,2.0,9.0,28-22,1.0,up 2.0,Dickey,Chavez,Cecil,2:35,D,29372.0,5,,2014,Saturday,
50,2014-05-25,TOR,Home,OAK,W,3.0,1.0,9.0,29-22,1.0,up 2.0,Happ,Pomeranz,Janssen,3:08,D,45277.0,6,,2014,Sunday,
51,2014-05-26,TOR,Home,TBR,W,10.0,5.0,9.0,30-22,1.0,up 2.0,Hutchison,Bedard,None,2:58,N,15616.0,7,,2014,Monday,
52,2014-05-27,TOR,Home,TBR,W,9.0,6.0,9.0,31-22,1.0,up 3.0,Buehrle,Cobb,Janssen,3:00,N,15993.0,8,,2014,Tuesday,
53,2014-05-28,TOR,Home,TBR,W-wo,3.0,2.0,9.0,32-22,1.0,up 3.0,Loup,Oviedo,None,3:23,N,17309.0,9,,2014,Wednesday,
54,2014-05-29,TOR,Home,KCR,L,6.0,8.0,10.0,32-23,1.0,up 2.5,Davis,Redmond,Holland,3:26,N,17978.0,-1,,2014,Thursday,
55,2014-05-30,TOR,Home,KCR,L,1.0,6.0,9.0,32-24,1.0,up 2.5,Vargas,Happ,None,3:01,N,21543.0,-2,,2014,Friday,
56,2014-05-31,TOR,Home,KCR,W,12.0,2.0,9.0,33-24,1.0,up 2.5,Stroman,Brooks,Redmond,2:53,D,31652.0,1,,2014,Saturday,
57,2014-06-01,TOR,Home,KCR,W,4.0,0.0,9.0,34-24,1.0,up 3.5,Buehrle,Guthrie,None,2:14,D,38008.0,2,,2014,Sunday,
58,2014-06-03,TOR,@,DET,W,5.0,3.0,9.0,35-24,1.0,up 4.5,McGowan,Nathan,Janssen,2:51,N,33488.0,3,,2014,Tuesday,
59,2014-06-04,TOR,@,DET,W,8.0,2.0,9.0,36-24,1.0,up 4.5,Dickey,Porcello,None,3:14,N,32033.0,4,,2014,Wednesday,
60,2014-06-05,TOR,@,DET,W,7.0,3.0,9.0,37-24,1.0,up 5.5,Happ,Verlander,Janssen,2:52,D,39440.0,5,,2014,Thursday,
61,2014-06-06,TOR,Home,STL,W,3.0,1.0,9.0,38-24,1.0,up 6.0,Stroman,Lynn,Janssen,3:12,N,33528.0,6,,2014,Friday,
62,2014-06-07,TOR,Home,STL,L,0.0,5.0,9.0,38-25,1.0,up 5.5,Miller,Buehrle,None,2:37,D,42981.0,-1,,2014,Saturday,
63,2014-06-08,TOR,Home,STL,L,0.0,5.0,9.0,38-26,1.0,up 5.5,Garcia,Hutchison,None,2:42,D,45726.0,-2,,2014,Sunday,
64,2014-06-09,TOR,Home,MIN,W-wo,5.0,4.0,9.0,39-26,1.0,up 5.5,Janssen,Guerrier,None,2:53,N,19428.0,1,,2014,Monday,
65,2014-06-10,TOR,Home,MIN,L,0.0,4.0,9.0,39-27,1.0,up 5.5,Correia,Happ,None,3:07,N,20681.0,-1,,2014,Tuesday,
66,2014-06-11,TOR,Home,MIN,L,2.0,7.0,9.0,39-28,1.0,up 4.5,Hughes,Stroman,Fien,2:57,D,45080.0,-2,,2014,Wednesday,
67,2014-06-12,TOR,@,BAL,L,2.0,4.0,9.0,39-29,1.0,up 3.5,Gausman,Buehrle,Britton,2:59,N,17403.0,-3,,2014,Thursday,
68,2014-06-13,TOR,@,BAL,W,4.0,0.0,9.0,40-29,1.0,up 3.5,Hutchison,Jimenez,McGowan,2:44,N,44031.0,1,,2014,Friday,
69,2014-06-14,TOR,@,BAL,L,2.0,3.0,9.0,40-30,1.0,up 3.5,Norris,Dickey,Britton,3:02,D,33901.0,-1,,2014,Saturday,
70,2014-06-15,TOR,@,BAL,W,5.0,2.0,9.0,41-30,1.0,up 4.5,Happ,Tillman,Janssen,3:07,D,46469.0,1,,2014,Sunday,
71,2014-06-17,TOR,@,NYY,L,1.0,3.0,9.0,41-31,1.0,up 3.5,Tanaka,Stroman,Robertson,3:07,N,41834.0,-1,,2014,Tuesday,
72,2014-06-18,TOR,@,NYY,L,3.0,7.0,9.0,41-32,1.0,up 2.5,Whitley,Buehrle,None,3:02,N,41342.0,-2,,2014,Wednesday,
73,2014-06-19,TOR,@,NYY,L,4.0,6.0,9.0,41-33,1.0,up 1.5,Phelps,Hutchison,Warren,3:47,N,40169.0,-3,,2014,Thursday,
74,2014-06-20,TOR,@,CIN,W,14.0,9.0,9.0,42-33,1.0,up 1.5,McGowan,Chapman,None,4:00,N,33103.0,1,,2014,Friday,
75,2014-06-21,TOR,@,CIN,L,1.0,11.0,9.0,42-34,1.0,up 1.5,Leake,Happ,None,2:35,D,42530.0,-1,,2014,Saturday,
76,2014-06-22,TOR,@,CIN,L,3.0,4.0,9.0,42-35,1.0,up 1.5,Cueto,Dickey,Chapman,2:42,D,36089.0,-2,,2014,Sunday,
77,2014-06-23,TOR,Home,NYY,W,8.0,3.0,9.0,43-35,1.0,up 1.5,Stroman,Whitley,None,2:45,N,31554.0,1,,2014,Monday,
78,2014-06-24,TOR,Home,NYY,W-wo,7.0,6.0,9.0,44-35,1.0,up 2.5,Janssen,Warren,None,3:05,N,34206.0,2,,2014,Tuesday,
79,2014-06-25,TOR,Home,NYY,L,3.0,5.0,9.0,44-36,1.0,up 1.5,Kuroda,Hutchison,Robertson,3:02,N,34710.0,-1,,2014,Wednesday,
80,2014-06-26,TOR,Home,CHW,W,7.0,0.0,9.0,45-36,1.0,up 2.0,Happ,Carroll,None,3:00,N,23248.0,1,,2014,Thursday,
81,2014-06-27,TOR,Home,CHW,L,4.0,5.0,9.0,45-37,1.0,up 1.5,Danks,Dickey,Petricka,2:58,N,24173.0,-1,,2014,Friday,
82,2014-06-28,TOR,Home,CHW,L,3.0,4.0,9.0,45-38,1.0,up 1.5,Sale,McGowan,Putnam,2:58,D,39623.0,-2,,2014,Saturday,
83,2014-06-29,TOR,Home,CHW,L,0.0,4.0,9.0,45-39,1.0,up 1.5,Quintana,Buehrle,None,2:32,D,33177.0,-3,,2014,Sunday,
84,2014-07-01,TOR,Home,MIL,W,4.0,1.0,9.0,46-39,1.0,up 1.0,Hutchison,Estrada,Janssen,2:56,D,45088.0,1,,2014,Tuesday,
85,2014-07-02,TOR,Home,MIL,W-wo,7.0,4.0,9.0,47-39,1.0,up 1.0,Janssen,Smith,None,3:01,D,24286.0,2,,2014,Wednesday,
86,2014-07-03,TOR,@,OAK,L,1.0,4.0,9.0,47-40,1.0,Tied,Gray,Dickey,Doolittle,2:23,N,32913.0,-1,,2014,Thursday,
87,2014-07-04,TOR,@,OAK,L-wo,0.0,1.0,12.0,47-41,2.0,0.5,Otero,Jenkins,None,4:05,D,22322.0,-2,,2014,Friday,
88,2014-07-05,TOR,@,OAK,L,1.0,5.0,9.0,47-42,2.0,1.0,Kazmir,Buehrle,None,2:37,N,20236.0,-3,,2014,Saturday,
89,2014-07-06,TOR,@,OAK,L,2.0,4.0,9.0,47-43,2.0,2.0,Samardzija,Hutchison,Doolittle,2:46,D,22897.0,-4,,2014,Sunday,
90,2014-07-07,TOR,@,LAA,L,2.0,5.0,9.0,47-44,2.0,3.0,Shoemaker,Happ,Smith,3:16,N,38189.0,-5,,2014,Monday,
91,2014-07-08,TOR,@,LAA,W,4.0,0.0,9.0,48-44,2.0,2.5,Dickey,Skaggs,None,2:45,N,38111.0,1,,2014,Tuesday,
92,2014-07-09,TOR,@,LAA,L,7.0,8.0,9.0,48-45,2.0,2.5,Grilli,Loup,Smith,3:47,D,35726.0,-1,,2014,Wednesday,
93,2014-07-11,TOR,@,TBR,W,8.0,5.0,9.0,49-45,2.0,3.0,Loup,Balfour,Janssen,3:41,N,17533.0,1,,2014,Friday,
94,2014-07-12,TOR,@,TBR,L,3.0,10.0,9.0,49-46,2.0,3.0,Odorizzi,Hutchison,None,3:19,D,22693.0,-1,,2014,Saturday,
95,2014-07-13,TOR,@,TBR,L,0.0,3.0,9.0,49-47,2.0,4.0,Price,Dickey,McGee,2:45,D,17187.0,-2,,2014,Sunday,
96,2014-07-18,TOR,Home,TEX,L,1.0,5.0,9.0,49-48,2.0,4.0,Darvish,Dickey,None,2:56,N,38012.0,-3,,2014,Friday,
97,2014-07-19,TOR,Home,TEX,W,4.0,1.0,9.0,50-48,2.0,4.0,Stroman,Lewis,Loup,3:02,D,45802.0,1,,2014,Saturday,
98,2014-07-20,TOR,Home,TEX,W,9.0,6.0,9.0,51-48,2.0,3.0,Redmond,Feliz,Loup,3:07,D,36011.0,2,,2014,Sunday,
99,2014-07-21,TOR,Home,BOS,L,1.0,14.0,9.0,51-49,2.0,4.0,Lackey,Hutchison,None,2:45,N,27905.0,-1,,2014,Monday,
100,2014-07-22,TOR,Home,BOS,W,7.0,3.0,9.0,52-49,2.0,4.0,Happ,Peavy,Cecil,3:07,N,29269.0,1,,2014,Tuesday,
101,2014-07-23,TOR,Home,BOS,W,6.0,4.0,9.0,53-49,2.0,3.0,Dickey,Buchholz,Janssen,2:35,N,35696.0,2,,2014,Wednesday,
102,2014-07-24,TOR,Home,BOS,W,8.0,0.0,9.0,54-49,2.0,3.0,Stroman,De La Rosa,None,2:56,D,46683.0,3,,2014,Thursday,
103,2014-07-25,TOR,@,NYY,L,4.0,6.0,9.0,54-50,3.0,4.0,Kuroda,Buehrle,Robertson,2:40,N,44237.0,-1,,2014,Friday,
104,2014-07-26,TOR,@,NYY,W,6.0,4.0,9.0,55-50,2.0,3.0,Hutchison,Kelley,None,3:14,D,46166.0,1,,2014,Saturday,
105,2014-07-27,TOR,@,NYY,W,5.0,4.0,9.0,56-50,2.0,3.0,Sanchez,Robertson,Janssen,3:22,D,45063.0,2,,2014,Sunday,
106,2014-07-28,TOR,@,BOS,W,14.0,1.0,9.0,57-50,2.0,2.5,Dickey,Buchholz,None,3:15,N,37974.0,3,,2014,Monday,
107,2014-07-29,TOR,@,BOS,W,4.0,2.0,9.0,58-50,2.0,2.5,Stroman,De La Rosa,Janssen,3:03,N,38275.0,4,,2014,Tuesday,
108,2014-07-30,TOR,@,BOS,W,6.0,1.0,9.0,59-50,2.0,2.5,Buehrle,Workman,None,2:48,N,38203.0,5,,2014,Wednesday,
109,2014-07-31,TOR,@,HOU,W,6.0,5.0,9.0,60-50,2.0,1.5,Sanchez,Qualls,Janssen,2:46,N,17423.0,6,,2014,Thursday,
110,2014-08-01,TOR,@,HOU,L,1.0,3.0,9.0,60-51,2.0,2.5,Veras,Loup,Qualls,2:46,N,19576.0,-1,,2014,Friday,
111,2014-08-02,TOR,@,HOU,L,2.0,8.0,9.0,60-52,2.0,2.5,Oberholtzer,Dickey,None,2:38,N,19946.0,-2,,2014,Saturday,
112,2014-08-03,TOR,@,HOU,L,1.0,6.0,9.0,60-53,2.0,3.5,Feldman,Stroman,None,2:39,D,19932.0,-3,,2014,Sunday,
113,2014-08-05,TOR,Home,BAL,L,3.0,9.0,9.0,60-54,2.0,5.0,Norris,Buehrle,None,3:29,N,36183.0,-4,,2014,Tuesday,
114,2014-08-06,TOR,Home,BAL,W,5.0,1.0,9.0,61-54,2.0,4.0,Hutchison,Chen,None,2:41,N,33054.0,1,,2014,Wednesday,
115,2014-08-07,TOR,Home,BAL,L,1.0,2.0,9.0,61-55,2.0,5.0,Gonzalez,Happ,Britton,2:59,N,34676.0,-1,,2014,Thursday,
116,2014-08-08,TOR,Home,DET,L,4.0,5.0,9.0,61-56,3.0,6.0,Alburquerque,Janssen,Nathan,3:19,N,36237.0,-2,,2014,Friday,
117,2014-08-09,TOR,Home,DET,W-wo,3.0,2.0,10.0,62-56,2.0,6.0,Loup,Chamberlain,None,2:50,D,45927.0,1,,2014,Saturday,
118,2014-08-10,TOR,Home,DET,W-wo,6.0,5.0,19.0,63-56,2.0,5.0,Jenkins,Porcello,None,6:37,D,46126.0,2,,2014,Sunday,
119,2014-08-11,TOR,@,SEA,L,1.0,11.0,9.0,63-57,2.0,6.0,Hernandez,Hutchison,None,2:43,N,41168.0,-1,,2014,Monday,
120,2014-08-12,TOR,@,SEA,L,3.0,6.0,9.0,63-58,2.0,6.5,Young,Happ,Rodney,2:41,N,26076.0,-2,,2014,Tuesday,
121,2014-08-13,TOR,@,SEA,L,0.0,2.0,9.0,63-59,2.0,7.5,Iwakuma,Dickey,Rodney,2:41,N,32368.0,-3,,2014,Wednesday,
122,2014-08-15,TOR,@,CHW,L,5.0,11.0,9.0,63-60,2.0,7.5,Noesi,Stroman,None,3:22,N,22739.0,-4,,2014,Friday,
123,2014-08-16,TOR,@,CHW,W,6.0,3.0,9.0,64-60,2.0,6.5,Cecil,Lindstrom,Janssen,2:54,N,29420.0,1,,2014,Saturday,
124,2014-08-17,TOR,@,CHW,L,5.0,7.0,9.0,64-61,3.0,7.5,Carroll,Hutchison,Petricka,3:00,D,25761.0,-1,,2014,Sunday,
125,2014-08-19,TOR,@,MIL,L,1.0,6.0,9.0,64-62,3.0,9.0,Fiers,Happ,None,2:39,N,42221.0,-2,,2014,Tuesday,
126,2014-08-20,TOR,@,MIL,W,9.0,5.0,9.0,65-62,2.0,9.0,Dickey,Nelson,None,3:23,D,39300.0,1,,2014,Wednesday,
127,2014-08-22,TOR,Home,TBR,L,0.0,8.0,9.0,65-63,3.0,9.0,Smyly,Stroman,None,2:45,N,28506.0,-1,,2014,Friday,
128,2014-08-23,TOR,Home,TBR,W &V;,5.0,4.0,10.0,66-63,3.0,8.0,McGowan,Peralta,None,3:19,D,37451.0,1,,2014,Saturday,
129,2014-08-24,TOR,Home,TBR,L,1.0,2.0,10.0,66-64,3.0,8.0,McGee,Santos,Boxberger,3:28,D,38869.0,-1,,2014,Sunday,
130,2014-08-25,TOR,Home,BOS,L,3.0,4.0,10.0,66-65,3.0,9.0,Uehara,Sanchez,Breslow,3:07,N,26041.0,-2,,2014,Monday,
131,2014-08-26,TOR,Home,BOS,L,7.0,11.0,11.0,66-66,3.0,10.0,Tazawa,Janssen,None,4:33,N,27321.0,-3,,2014,Tuesday,
132,2014-08-27,TOR,Home,BOS,W,5.0,2.0,9.0,67-66,3.0,9.0,Stroman,Layne,Cecil,2:38,N,30285.0,1,,2014,Wednesday,
133,2014-08-29,TOR,Home,NYY,L,3.0,6.0,9.0,67-67,3.0,10.5,Capuano,Buehrle,Robertson,3:20,N,43318.0,-1,,2014,Friday,
134,2014-08-30,TOR,Home,NYY,W,2.0,0.0,9.0,68-67,3.0,10.5,Hutchison,Pineda,Sanchez,2:32,D,45863.0,1,,2014,Saturday,
135,2014-08-31,TOR,Home,NYY,W,4.0,3.0,9.0,69-67,3.0,10.5,Happ,McCarthy,Janssen,2:28,D,45678.0,2,,2014,Sunday,
136,2014-09-02,TOR,@,TBR,W,8.0,2.0,9.0,70-67,3.0,10.0,Dickey,Hellickson,None,3:07,N,10125.0,3,,2014,Tuesday,
137,2014-09-03,TOR,@,TBR,W,7.0,4.0,9.0,71-67,3.0,10.0,Stroman,Archer,Sanchez,3:09,N,10264.0,4,,2014,Wednesday,
138,2014-09-04,TOR,@,TBR,W,1.0,0.0,10.0,72-67,3.0,10.0,Cecil,Geltz,Janssen,2:49,N,10392.0,5,,2014,Thursday,
139,2014-09-05,TOR,@,BOS,L-wo,8.0,9.0,10.0,72-68,3.0,10.0,Layne,Janssen,None,3:53,N,35667.0,-1,,2014,Friday,
140,2014-09-06,TOR,@,BOS,L,3.0,4.0,9.0,72-69,3.0,10.0,Buchholz,Happ,Mujica,3:23,N,36677.0,-2,,2014,Saturday,
141,2014-09-07,TOR,@,BOS,W,3.0,1.0,9.0,73-69,3.0,10.0,Dickey,De La Rosa,Janssen,2:44,D,36261.0,1,,2014,Sunday,
142,2014-09-08,TOR,Home,CHC,W,8.0,0.0,9.0,74-69,2.0,10.0,Stroman,Turner,None,2:20,N,16879.0,2,,2014,Monday,
143,2014-09-09,TOR,Home,CHC,W,9.0,2.0,9.0,75-69,2.0,10.0,Buehrle,Ramirez,None,3:04,N,17903.0,3,,2014,Tuesday,
144,2014-09-10,TOR,Home,CHC,W,11.0,1.0,9.0,76-69,2.0,10.0,Hutchison,Hendricks,None,3:12,N,19411.0,4,,2014,Wednesday,
145,2014-09-12,TOR,Home,TBR,L,0.0,1.0,9.0,76-70,2.0,11.5,Karns,Happ,Balfour,2:55,N,19909.0,-1,,2014,Friday,
146,2014-09-13,TOR,Home,TBR,W,6.0,3.0,9.0,77-70,2.0,10.5,Dickey,Boxberger,Janssen,2:40,D,31368.0,1,,2014,Saturday,
147,2014-09-14,TOR,Home,TBR,L,5.0,6.0,10.0,77-71,2.0,11.5,McGee,Morrow,Beliveau,3:26,D,28633.0,-1,,2014,Sunday,
148,2014-09-15,TOR,@,BAL,L,2.0,5.0,9.0,77-72,2.0,12.5,Chen,Stroman,Britton,3:12,N,25061.0,-2,,2014,Monday,
149,2014-09-16,TOR,@,BAL,L,2.0,8.0,9.0,77-73,2.0,13.5,Jimenez,Hutchison,None,3:02,N,35297.0,-3,,2014,Tuesday,
150,2014-09-17,TOR,@,BAL,L,1.0,6.0,9.0,77-74,2.0,14.5,Norris,Happ,None,3:13,N,37537.0,-4,,2014,Wednesday,
151,2014-09-18,TOR,@,NYY,L-wo,2.0,3.0,9.0,77-75,3.0,15.0,Robertson,Sanchez,None,2:39,N,34279.0,-5,,2014,Thursday,
152,2014-09-19,TOR,@,NYY,L,3.0,5.0,9.0,77-76,3.0,15.0,Kuroda,Buehrle,Warren,2:44,N,40059.0,-6,,2014,Friday,
153,2014-09-20,TOR,@,NYY,W,6.0,3.0,9.0,78-76,3.0,15.0,Stroman,Capuano,Janssen,3:18,D,47292.0,1,,2014,Saturday,
154,2014-09-21,TOR,@,NYY,L,2.0,5.0,9.0,78-77,3.0,15.0,Tanaka,Hutchison,Robertson,3:09,D,48144.0,-1,,2014,Sunday,
155,2014-09-22,TOR,Home,SEA,W,14.0,4.0,9.0,79-77,3.0,14.0,Happ,Paxton,None,2:48,N,15548.0,1,,2014,Monday,
156,2014-09-23,TOR,Home,SEA,W,10.0,2.0,9.0,80-77,3.0,14.0,Dickey,Hernandez,None,2:36,N,16272.0,2,,2014,Tuesday,
157,2014-09-24,TOR,Home,SEA,W,1.0,0.0,9.0,81-77,2.0,14.0,Buehrle,Walker,Sanchez,1:59,N,16836.0,3,,2014,Wednesday,
158,2014-09-25,TOR,Home,SEA,L,5.0,7.0,9.0,81-78,3.0,14.0,Medina,Loup,Rodney,3:02,D,17173.0,-1,,2014,Thursday,
159,2014-09-26,TOR,Home,BAL,W,4.0,2.0,9.0,82-78,3.0,13.0,Hutchison,Tillman,Stroman,2:36,N,27037.0,1,,2014,Friday,
160,2014-09-27,TOR,Home,BAL,W,4.0,2.0,9.0,83-78,2.0,12.0,Happ,Chen,Janssen,2:25,D,37996.0,2,,2014,Saturday,
161,2014-09-28,TOR,Home,BAL,L,0.0,1.0,9.0,83-79,3.0,13.0,Gonzalez,Dickey,Britton,2:26,D,45901.0,-1,,2014,Sunday,
162,2015-04-06,TOR,@,NYY,W,6.0,1.0,9.0,1-0,1.0,Tied,Hutchison,Tanaka,None,2:59,D,48469.0,1,,2015,Monday,
163,2015-04-08,TOR,@,NYY,L,3.0,4.0,9.0,1-1,2.0,0.5,Betances,Loup,Miller,2:56,N,31020.0,-1,,2015,Wednesday,
164,2015-04-09,TOR,@,NYY,W,6.0,3.0,9.0,2-1,1.0,Tied,Norris,Sabathia,Castro,2:52,N,32152.0,1,,2015,Thursday,
165,2015-04-10,TOR,@,BAL,W,12.0,5.0,9.0,3-1,1.0,Tied,Buehrle,Norris,None,2:45,D,45936.0,2,,2015,Friday,
